Артикул;Ozon Product ID;SKU;Barcode;Контент-рейтинг;Бренд;Метки;Отзывы;Рейтинг;Категория;Тип;Объем товара, л;Объемный вес, кг;Доступно к продаже по схеме FBO, шт.;Зарезервировано, шт;Доступно к продаже по схеме FBS, шт.;Доступно к продаже по схеме realFBS, шт.;Зарезервировано на моих складах, шт;Текущая цена с учетом скидки, ₽;Цена до скидки (перечеркнутая цена), ₽;Цена Premium, ₽;Размер НДС, %
AAA_Purple_8645;61640595;237574342;RND933413682;'40;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;0;0;0;3380.0;11990.0;;0%
CCC_Titanium_8586;68280793;102151136;6,61564E+12;'70;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.40;'0.1;13;0;0;0;0;3380.0;11990.0;;0%
DDD_Purple_5314;51575941;903682934;4,79671E+12;'70;KZDOO;;12;'4.10;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;3380.0;11990.0;;0%
FFF_Pink_3549;65491653;414727036;4,68751E+12;'70;KZDOO;;0;'4.10;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;10;0;0;3380.0;11990.0;;0%
FFF_Green_9068;59874443;573518096;5,48867E+12;'70;KZDOO;;1;'4.10;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;10;0;0;3380.0;11990.0;;0%
GGG_Blue_3878;67674825;792170686;RND247593689;'70;KZDOO;;0;'4.10;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;10;0;0;3380.0;11990.0;;0%
CCC_Purple_9225;91524796;702480195;RND341983772;'65;KZDOO;;0;'4.10;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;0;0;0;3380.0;11990.0;;0%
AAA_Black_7725;26194974;833478771;7,82474E+12;'70;KZDOO;;1;'4.10;Чехлы;Чехол для смартфона;'0.36;'0.1;38;0;0;0;0;3380.0;11990.0;;0%
BBB_White_1747;71218572;707719310;RND650372256;'45;KZDOO;;8;'4.90;Чехлы;Чехол для смартфона;'0.36;'0.1;10;1;0;0;0;3100.0;11990.0;;0%
CCC_Blue_8287;84114415;306471585;2,88178E+12;'45;KZDOO;;2;'2.30;Чехлы;Чехол для смартфона;'0.36;'0.1;42;0;0;0;0;3100.0;11990.0;;0%
HHH_Pink_2961;71839880;861514732;7,28633E+12;'45;KZDOO;;7;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;62;0;10;0;0;3100.0;11990.0;;0%
CCC_Purple_5917;13120624;223144798;RND457805045;'70;KZDOO;;1;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;8;0;0;0;0;4500.0;11990.0;;0%
DDD_Titanium_5241;14042557;913472676;1,07532E+12;'45;KZDOO;;2;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;16;0;10;0;0;4500.0;11990.0;;0%
EEE_Pink_6948;80340504;200300380;RND129009989;'45;KZDOO;;2;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;21;0;0;0;0;4500.0;11990.0;;0%
EEE_White_7899;63600414;387905705;4,42802E+12;'65;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;15;0;0;0;0;5580.0;11990.0;;0%
CCC_Blue_8291;55970003;753796791;5,40648E+12;'65;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;15;0;0;0;0;5580.0;11990.0;;0%
FFF_Titanium_4702;20862535;676149838;3,40258E+12;'70;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;20;0;10;0;0;5580.0;11990.0;;0%
EEE_Purple_1729;77282880;522805611;5,54623E+12;'65;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;14;0;10;0;0;5580.0;11990.0;;0%
EEE_Titanium_3108;94336108;558907288;RND644201155;'65;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;15;0;0;0;0;5580.0;11990.0;;0%
AAA_Blue_4139;72208276;870152249;RND513492458;'65;KZDOO;;1;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;19;0;10;0;0;5580.0;11990.0;;0%
GGG_Titanium_4851;81037751;960087112;RND424028257;'70;KZDOO;;18;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;1;0;0;6380.0;11990.0;;0%
DDD_Green_2791;11935679;291939425;RND448807860;'57.5;KZDOO;;0;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;5;0;10;0;0;6580.0;11990.0;;0%
CCC_Titanium_7137;26561997;866719169;8,56536E+12;'82.5;KZDOO;;2;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;10;0;1;6580.0;11990.0;;0%
GGG_White_9618;24789210;121732065;RND633013346;'57.5;KZDOO;;0;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;0;0;0;6580.0;11990.0;;0%
EEE_Green_8714;46775139;546997937;RND560669777;'57.5;KZDOO;;8;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;12;0;3;0;0;6580.0;11990.0;;0%
FFF_Purple_8560;89459784;961532740;7,54476E+12;'82.5;KZDOO;;4;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;10;0;0;6580.0;11990.0;;0%
EEE_Blue_6146;54094339;108419734;RND540685598;'57.5;KZDOO;;9;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;10;0;0;6580.0;11990.0;;0%
AAA_Red_7992;85884486;343001796;RND942341437;'70;KZDOO;;0;'4.70;Чехлы;Чехол для смартфона;'0.36;'0.1;9;0;0;0;0;6580.0;11990.0;;0%
CCC_Green_4282;22705435;131188359;3,87448E+12;'82.5;KZDOO;;2;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;6580.0;11990.0;;0%
GGG_Purple_5110;14715236;427146766;RND430864025;'82.5;KZDOO;;0;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;6580.0;11990.0;;0%
AAA_Red_7612;19861565;157381183;RND877633012;'82.5;KZDOO;;1;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;10;0;0;6580.0;11990.0;;0%
CCC_Green_3542;43138987;940025299;RND595591403;'82.5;KZDOO;;0;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;6580.0;11990.0;;0%
GGG_White_5000;33846396;104953663;4,49624E+12;'82.5;KZDOO;;0;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;3290.0;4990.0;;0%
AAA_Titanium_1682;78585756;418289755;RND279719234;'82.5;KZDOO;;1;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;10;0;0;6580.0;11990.0;;0%
GGG_Green_3846;43510857;400756770;5,35351E+12;'82.5;KZDOO;;4;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;10;0;0;6580.0;11990.0;;0%
HHH_White_3901;29400855;771722748;RND346317949;'77.5;KZDOO;;1;'4.60;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;10;0;0;6580.0;11990.0;;0%
GGG_Purple_7207;37203467;377351632;RND490377944;'57.5;KZDOO;;17;'4.50;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;6580.0;11990.0;;0%
AAA_Purple_5672;96001367;733538957;RND626185491;'82.5;KZDOO;;8;'4.50;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;10;0;0;6580.0;11990.0;;0%
DDD_Clear_7450;86078699;542298538;RND717362720;'57.5;KZDOO;;3;'4.50;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;6580.0;11990.0;;0%
HHH_Red_3959;42354439;384670024;RND399760052;'57.5;KZDOO;;1;'4.50;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;6580.0;11990.0;;0%
GGG_Purple_5051;80289394;850247351;1,20237E+12;'57.5;KZDOO;;2;'4.50;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;6580.0;11990.0;;0%
BBB_Black_6019;18398142;278892725;RND383151112;'57.5;KZDOO;;0;'4.50;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;10;0;0;6580.0;11990.0;;0%
DDD_Clear_1598;86221208;800617657;3,94609E+12;'57.5;KZDOO;;2;'4.50;Чехлы;Чехол для смартфона;'0.36;'0.1;13;0;10;0;0;6580.0;11990.0;;0%
HHH_Blue_6556;99447531;630470087;RND841495557;'82.5;KZDOO;;1;'4.50;Чехлы;Чехол для смартфона;'0.36;'0.1;13;0;10;0;0;6580.0;11990.0;;0%
HHH_White_1139;84738673;383464308;RND521987591;'82.5;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;11000.0;11990.0;;0%
CCC_Pink_5146;30321714;335570204;RND364554211;'82.5;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;0;0;0;11000.0;11990.0;;0%
BBB_Red_3847;51160776;232401178;9,88581E+12;'82.5;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;11000.0;11990.0;;0%
EEE_Purple_8672;52863920;743945722;8,18048E+12;'82.5;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;10;0;0;11000.0;11990.0;;0%
CCC_Titanium_4717;91929955;793648035;RND845494429;'82.5;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;0;0;0;11000.0;11990.0;;0%
AAA_Blue_9137;36414021;972647973;RND510227269;'82.5;KZDOO;;1;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;0;0;0;11000.0;11990.0;;0%
BBB_Red_5304;50680192;965232050;RND177665217;'57.5;KZDOO;;1;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;11000.0;11990.0;;0%
FFF_Green_1588;86056168;414161268;RND653988420;'82.5;KZDOO;;1;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;9;0;3;0;0;11000.0;11990.0;;0%
GGG_Clear_7869;35892837;683931172;RND715774291;'57.5;KZDOO;;0;'5.00;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;0;0;0;11000.0;11990.0;;0%
GGG_Green_6367;52923583;201753156;8,08446E+12;'82.5;Нет бренда;;1;'5.00;Чехлы;Чехол для смартфона;'0.08;'0.1;0;0;0;0;0;1000.0;1900.0;;0%
HHH_Red_4713;25324439;949741559;RND428529687;'82.5;Нет бренда;;0;'0.00;Чехлы;Чехол для смартфона;'0.08;'0.1;0;0;2;0;0;2000.0;7900.0;;0%
EEE_Blue_1505;11351952;279028018;3,04134E+12;'82.5;Нет бренда;;0;'5.00;Чехлы;Чехол для смартфона;'0.08;'0.1;0;0;2;0;0;2000.0;7900.0;;0%
AAA_Purple_7824;27574394;238993160;9,95299E+12;'82.5;Нет бренда;;1;'5.00;Чехлы;Чехол для смартфона;'0.08;'0.1;0;0;3;0;0;2000.0;7900.0;;0%
HHH_White_3457;67317287;436120320;RND325858425;'82.5;Нет бренда;;1;'5.00;Чехлы;Чехол для смартфона;'0.08;'0.1;1;0;0;0;0;1000.0;1900.0;;0%
BBB_Pink_2708;11146662;989528909;RND162406379;'82.5;Нет бренда;;0;'5.00;Чехлы;Чехол для смартфона;'0.08;'0.1;0;0;0;0;0;1000.0;1900.0;;0%
BBB_Purple_8101;51633895;676755398;RND518613902;'82.5;Нет бренда;;0;'5.00;Чехлы;Чехол для смартфона;'0.08;'0.1;0;0;3;0;0;2000.0;7900.0;;0%
GGG_Purple_4170;81335479;146557664;RND562407011;'82.5;Нет бренда;;0;'5.00;Чехлы;Чехол для смартфона;'0.08;'0.1;0;0;2;0;0;2000.0;7900.0;;0%
BBB_Pink_6893;24653069;875740648;5,74365E+12;'52.5;KZDOO;;21;'4.80;Чехлы;Чехол для смартфона;'1.32;'0.3;7;1;8;0;0;4980.0;11990.0;;0%
FFF_White_2094;71178264;584383877;RND926422386;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;6980.0;11990.0;;0%
HHH_Purple_2504;96985825;672230539;6,70004E+12;'45;KZDOO;;12;'4.80;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;8;0;0;3200.0;11990.0;;0%
FFF_Red_7913;29033954;213505159;4,50403E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;6980.0;11990.0;;0%
AAA_Pink_8879;38056815;329783105;1,48607E+12;'45;KEEPHONE;;1;'4.20;Чехлы;Чехол для смартфона;'0.38;'0.1;0;0;0;0;0;2390.0;3990.0;;0%
EEE_Pink_5016;94463588;572376316;RND734836843;'45;KEEPHONE;;0;'5.00;Чехлы;Чехол для смартфона;'0.38;'0.1;8;0;10;0;0;4980.0;11990.0;;0%
AAA_White_5438;33567369;925624449;3,95461E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;2490.0;3490.0;;0%
FFF_Blue_3236;22258405;759839967;RND404564512;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;3490.0;3490.0;;0%
CCC_Clear_9381;18488674;644116660;6,06868E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;3490.0;3490.0;;0%
EEE_Green_7826;59016478;917139012;7,46822E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;3490.0;3490.0;;0%
GGG_Black_4469;17932091;493412950;3,93983E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;3490.0;3490.0;;0%
BBB_Clear_3805;59810682;811248914;RND987828862;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;3490.0;3490.0;;0%
AAA_Black_3015;79490292;903937658;2,80684E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;3490.0;3490.0;;0%
CCC_Purple_9765;86313043;776560091;RND301676616;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;3490.0;3490.0;;0%
AAA_Red_6276;37739044;430255306;3,34058E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;3490.0;3490.0;;0%
AAA_White_6767;93887738;258011606;5,85189E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'1.32;'0.3;0;0;10;0;0;3490.0;3490.0;;0%
AAA_Pink_2921;69837066;430182009;RND104357007;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'1.32;'0.3;0;0;10;0;0;3490.0;3490.0;;0%
GGG_Black_6808;45016869;855919062;6,62339E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'1.32;'0.3;0;0;10;0;0;3490.0;3490.0;;0%
CCC_Clear_4692;64538087;601026191;7,61154E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'1.32;'0.3;0;0;10;0;0;3490.0;3490.0;;0%
AAA_Pink_9594;24148272;889512068;RND189491475;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'1.32;'0.3;0;0;10;0;0;3490.0;3490.0;;0%
GGG_Purple_4980;17961013;618109708;RND821533978;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'1.32;'0.3;0;0;10;0;0;3490.0;3490.0;;0%
GGG_Green_8168;28410571;574649732;RND351492575;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'1.32;'0.3;0;0;10;0;0;3490.0;3490.0;;0%
CCC_Clear_6193;61427977;350498386;RND461176807;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'1.32;'0.3;0;0;10;0;0;3490.0;3490.0;;0%
DDD_Blue_4643;13391135;212974772;9,18783E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'1.32;'0.3;0;0;10;0;1;3490.0;3490.0;;0%
HHH_Titanium_9363;74588621;279493888;RND790351119;'40;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2550.0;2550.0;;0%
CCC_Titanium_6837;85372595;992822448;RND584954139;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;2550.0;2550.0;;0%
EEE_Red_3557;52297033;916584805;RND413093296;'40;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2550.0;2550.0;;0%
HHH_Pink_1353;89402108;301905663;RND328152047;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;2550.0;2550.0;;0%
BBB_Pink_7223;64541408;939151462;RND758026660;'40;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2550.0;2550.0;;0%
BBB_Pink_4023;52953466;903562491;RND325943545;'40;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2490.0;2490.0;;0%
HHH_Titanium_6539;12743240;325481086;RND451720974;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;2490.0;2490.0;;0%
EEE_Blue_2874;46916967;309167300;RND853957425;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;2490.0;2490.0;;0%
GGG_Blue_6871;27995241;661308333;6,87342E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;2490.0;2490.0;;0%
HHH_Black_6946;96010532;772809644;RND596935527;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;2490.0;2490.0;;0%
HHH_Blue_7358;28393426;986116075;RND235870381;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;2490.0;2490.0;;0%
EEE_Pink_2728;86253551;353114875;RND909159246;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;3490.0;3490.0;;0%
EEE_Titanium_7354;68723156;191248469;5,36114E+12;'40;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;3490.0;3490.0;;0%
EEE_Clear_4552;13735368;831379975;RND879296259;'40;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;3490.0;3490.0;;0%
GGG_Titanium_3952;56604839;883054570;2,94221E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;3490.0;3490.0;;0%
AAA_Black_3318;15266766;337353568;RND696906788;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;3490.0;3490.0;;0%
GGG_White_4316;10678165;686887781;RND883290804;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;3490.0;3490.0;;0%
CCC_Purple_8847;27622520;437713026;3,51085E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;3490.0;3490.0;;0%
AAA_Red_7044;65123860;949923992;RND318326887;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;3490.0;3490.0;;0%
EEE_Green_4071;77801450;522267127;7,04926E+12;'37.5;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;4990.0;4990.0;;0%
BBB_Red_6872;17897185;776182008;3,95785E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;4990.0;4990.0;;0%
CCC_Purple_2761;21117672;985955725;RND806679650;'37.5;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;4990.0;4990.0;;0%
CCC_Pink_4994;40877478;681223707;9,9708E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;4990.0;4990.0;;0%
FFF_Green_1597;21929427;424176908;2,69865E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;4990.0;4990.0;;0%
HHH_Pink_4655;42530270;625378434;8,55336E+12;'37.5;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;4990.0;4990.0;;0%
CCC_Blue_5972;74230163;365451176;2,33301E+12;'37.5;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;4990.0;4990.0;;0%
EEE_Clear_5090;99962600;114125066;RND965297669;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;4990.0;4990.0;;0%
BBB_White_7079;83675423;409415537;RND119386801;'37.5;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;4990.0;4990.0;;0%
FFF_Black_7791;85129002;370554778;6,33166E+12;'37.5;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;4990.0;4990.0;;0%
FFF_Green_1065;51023847;607514632;RND779392626;'37.5;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;4990.0;4990.0;;0%
AAA_White_8136;16616230;153143470;7,36767E+12;'37.5;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;4990.0;4990.0;;0%
AAA_Clear_9841;15511860;925155394;1,83728E+12;'37.5;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;4990.0;4990.0;;0%
HHH_Clear_1031;33958975;534042673;2,21464E+12;'37.5;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;4990.0;4990.0;;0%
EEE_White_3357;47380526;272354920;2,35171E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;4990.0;4990.0;;0%
FFF_Red_9257;84893053;485936768;2,71045E+12;'37.5;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;4990.0;4990.0;;0%
HHH_Purple_3275;72257964;586484764;RND842537140;'37.5;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;4990.0;4990.0;;0%
AAA_White_9065;80615239;702474771;7,54998E+12;'37.5;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;4990.0;4990.0;;0%
AAA_White_1844;79710676;832429763;RND807716946;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;4990.0;4990.0;;0%
AAA_Black_7462;39912009;139197688;3,50335E+12;'37.5;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;4990.0;4990.0;;0%
DDD_Black_1710;13687354;363067347;RND654202305;'37.5;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;4990.0;4990.0;;0%
DDD_Titanium_3655;73953828;135651753;8,01768E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;4990.0;4990.0;;0%
AAA_Black_2772;57615046;864504851;2,08412E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;8;0;0;4990.0;4990.0;;0%
BBB_Titanium_4146;52059480;463428374;5,6639E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;4990.0;4990.0;;0%
BBB_Red_4612;31965024;506919285;RND208103151;'65;KEEPHONE;;0;'0.00;Чехлы;Чехол для смартфона;'0.27;'0.1;0;0;10;0;0;6980.0;11990.0;;0%
GGG_Pink_2598;39705473;731620945;RND479148991;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;5300.0;11990.0;;0%
AAA_Green_3407;86055495;898593136;6,44625E+12;'40;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;5300.0;11990.0;;0%
BBB_Green_9675;88157875;716845494;RND860556334;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;5300.0;11990.0;;0%
AAA_White_3239;64199822;662159066;RND286356326;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;5300.0;11990.0;;0%
HHH_Red_6012;26527519;355630648;4,77529E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;5100.0;11990.0;;0%
AAA_Purple_3646;21656338;765807821;RND992530914;'40;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;5100.0;11990.0;;0%
DDD_Titanium_9337;85141505;252391157;8,13309E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;5100.0;11990.0;;0%
GGG_Pink_1622;46434145;379533459;RND134830475;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;5180.0;11990.0;;0%
HHH_Red_3860;43178236;103558669;1,15579E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;6000.0;11000.0;;0%
BBB_Blue_8197;33336859;568863870;RND964015538;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;6000.0;11000.0;;0%
DDD_Pink_4683;51675683;272765975;RND910367286;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;6000.0;11000.0;;0%
CCC_White_3786;83381147;210399341;5,36338E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;6000.0;11000.0;;0%
HHH_Red_7905;33947909;215568683;RND727059463;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;6000.0;11000.0;;0%
AAA_Purple_8747;79641918;917525473;3,37009E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;6000.0;11000.0;;0%
DDD_Clear_3350;23097010;249655789;5,07838E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;6000.0;11000.0;;0%
FFF_Black_4404;64710683;363212534;RND728961116;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;6000.0;11000.0;;0%
CCC_Titanium_4827;97371150;424823464;3,67207E+12;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;6000.0;11000.0;;0%
CCC_Green_3835;93873429;633637481;RND820320521;'45;KZDOO;;0;'0.00;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;6000.0;11000.0;;0%
