Артикул;Ozon Product ID;SKU;Barcode;Название товара;Контент-рейтинг;Бренд;Статус товара;Метки;Отзывы;Рейтинг;Видимость на Ozon;Причины скрытия;Дата создания;Категория;Тип;Объем товара, л;Объемный вес, кг;Доступно к продаже по схеме FBO, шт.;Зарезервировано, шт;Доступно к продаже по схеме FBS, шт.;Доступно к продаже по схеме realFBS, шт.;Зарезервировано на моих складах, шт;Текущая цена с учетом скидки, ₽;Цена до скидки (перечеркнутая цена), ₽;Цена Premium, ₽;Размер НДС, %
Cable_White_8542;46247752;528506445;5893229391689;Чехол для iPhone 13 Pro Max с Mag Safe Keephone Mago Pro, фиолетовый противоударный чехол для Айфон 13 Про Макс;'77.5;KEEPHONE;Готов к продаже;;9;'5.00;Показывается;;26.05.2023 10:01;Чехлы;Чехол для смартфона;'0.39;'0.1;0;0;0;0;0;3400.0;3990.0;;0%
Adapter_Green_1792;80515783;405199985;RND709814926;Чехол для iPhone 14 Pro Max с подставкой и Mag Safe Keephone Magico, фиолетовый противоударный чехол для Айфон 14 Про Макс;'52.5;KEEPHONE;Продается;;17;'4.40;Показывается;;26.05.2023 13:36;Чехлы;Чехол для смартфона;'0.28;'0.1;4;0;0;0;0;6200.0;11990.0;;0%
Battery_Black_4824;62788016;419967848;RND911017642;Чехол для iPhone 14 Pro Max с подставкой и Mag Safe Keephone Magico, прозрачный противоударный чехол для Айфон 14 Про Макс;'77.5;KEEPHONE;Готов к продаже;;8;'4.40;Показывается;;26.05.2023 13:36;Чехлы;Чехол для смартфона;'0.28;'0.1;0;0;0;0;0;3100.0;3990.0;;0%
Cover_Black_9949;93115104;632525864;9038349929865;Чехол для iPhone 14 Pro Max с подставкой и Mag Safe Keephone Magico, черный противоударный чехол для Айфон 14 Про Макс;'77.5;KEEPHONE;Готов к продаже;;36;'4.40;Показывается;;26.05.2023 13:36;Чехлы;Чехол для смартфона;'0.28;'0.1;0;0;0;0;0;3100.0;3990.0;;0%
Protector_Red_5637;96064436;172252606;4608899341385;Чехол для iPhone 14 Pro Max Keephone Mago Pro с Mag Safe, фиолетовый противоударный чехол для Айфон 14 Про Макс;'77.5;KEEPHONE;Готов к продаже;;7;'5.00;Показывается;;26.05.2023 15:15;Чехлы;Чехол для смартфона;'0.28;'0.1;0;0;0;0;0;2890.0;3490.0;;0%
Cable_Titanium_4201;42675212;780141670;RND932553268;Чехол для iPhone 14 Pro Max Keephone Mago Pro с Mag Safe, синий противоударный чехол для Айфон 14 Про Макс;'77.5;KEEPHONE;Готов к продаже;;2;'5.00;Показывается;;26.05.2023 15:15;Чехлы;Чехол для смартфона;'0.28;'0.1;0;0;0;0;0;2890.0;3490.0;;0%
Accessory_Titanium_3279;34266602;216372068;RND172147928;Чехол для iPhone 14 Pro Max Keephone Mago Pro с Mag Safe , черный противоударный чехол для Айфон 14 Про Макс;'52.5;KEEPHONE;Готов к продаже;;22;'5.00;Показывается;;26.05.2023 15:15;Чехлы;Чехол для смартфона;'0.28;'0.1;0;0;0;0;0;2990.0;3490.0;;0%
Battery_Titanium_5887;93269823;152129418;4088663996768;Ультратонкий чехол для iPhone 13 K-DOO Air Skin , красный супертонкий чехол для Айфон 13;'70;K-DOO;Продается;;14;'4.80;Показывается;;29.05.2023 10:26;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;4;0;0;2580.0;11990.0;;0%
Protector_Pink_7453;25295170;137837366;RND449926312;Ультратонкий чехол для iPhone 13 K-DOO Air Skin , зеленый супертонкий чехол для Айфон 13;'70;K-DOO;Продается;;28;'4.80;Показывается;;29.05.2023 10:26;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;10;0;0;2580.0;11990.0;;0%
Cable_Red_5407;36537893;626231760;RND663802524;Ультратонкий чехол для iPhone 13 K-DOO Air Skin , розовый супертонкий чехол для Айфон 13;'70;K-DOO;Готов к продаже;;18;'4.80;Показывается;;29.05.2023 10:26;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;1290.0;1690.0;;0%
Cover_Blue_1821;31279436;954804161;9198852691439;Ультратонкий чехол для iPhone 13 K-DOO Air Skin , белый супертонкий чехол для Айфон 13;'82.5;K-DOO;Продается;;78;'4.80;Показывается;;29.05.2023 10:26;Чехлы;Чехол для смартфона;'0.36;'0.1;15;0;10;0;0;2700.0;11990.0;;0%
Case_Pink_8803;64196957;698424704;9341393787584;Ультратонкий чехол для iPhone 13 K-DOO Air Skin , черный супертонкий чехол для Айфон 13;'70;K-DOO;Продается;;70;'4.80;Показывается;;29.05.2023 10:26;Чехлы;Чехол для смартфона;'0.36;'0.1;13;0;10;0;0;2580.0;11990.0;;0%
Glass_White_9109;71943453;163076097;RND870529009;Чехол для iPhone 14 Pro Raigor Inverse с Mag Safe, фиолетовый противоударный чехол для Айфон 14 Про;'77.5;Raigor;Продается;;2;'0.00;Показывается;;10.06.2023 8:41;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;5180.0;11990.0;;0%
Protector_Purple_5805;58083290;848696793;RND291383638;Ультратонкий чехол для Samsung Galaxy S23 Plus (S23+) KZDOO Air Carbon, фиолетовый супертонкий чехол для Самсунг Галакси S23 Плюс;'77.5;KZDOO;Продается;;15;'4.40;Показывается;;11.06.2023 10:03;Чехлы;Чехол для смартфона;'0.36;'0.1;17;0;0;0;0;2900.0;11990.0;;0%
Glass_Pink_6558;31894597;482201515;4287844936840;Ультратонкий чехол для Samsung Galaxy S23 Plus (S23+) KZDOO Air Carbon, синий супертонкий чехол для Самсунг Галакси S23 Плюс;'77.5;KZDOO;Продается;;5;'4.40;Показывается;;11.06.2023 10:03;Чехлы;Чехол для смартфона;'0.36;'0.1;12;0;0;0;0;2900.0;11990.0;;0%
Cable_Red_4992;78731365;485353013;5890424047826;Ультратонкий чехол для Samsung Galaxy S23 Plus (S23+) KZDOO Air Carbon, черный супертонкий чехол для Самсунг Галакси S23 Плюс;'100;KZDOO;Продается;;85;'4.40;Показывается;;11.06.2023 10:03;Чехлы;Чехол для смартфона;'0.36;'0.1;10;0;8;0;0;2900.0;11990.0;;0%
Protector_Black_7306;96039252;338805008;9194107475215;Ультратонкий чехол для Samsung Galaxy S23 Plus (S23+) KZDOO Air Carbon, зеленый супертонкий чехол для Самсунг Галакси S23 Плюс;'77.5;KZDOO;Продается;;34;'4.40;Показывается;;11.06.2023 10:03;Чехлы;Чехол для смартфона;'0.36;'0.1;6;0;10;0;0;2780.0;11990.0;;0%
Adapter_Black_7041;42063660;271027510;3684004145505;Кожаный чехол для Samsung Galaxy S23 Plus (S23+) KZDOO Noble Collection, синий чехол для Самсунг Галкси S23 Плюс;'52.5;KZDOO;Готов к продаже;;6;'5.00;Показывается;;11.06.2023 10:43;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;2690.0;4590.0;;0%
Accessory_Pink_9737;37432296;448892004;RND699784997;Кожаный чехол для Samsung Galaxy S23 Plus (S23+) KZDOO Noble Collection, фиолетовый чехол для Самсунг Галкси S23 Плюс;'52.5;KZDOO;Продается;;9;'5.00;Показывается;;11.06.2023 10:43;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;10;0;0;5500.0;11990.0;;0%
Case_Titanium_1435;64484513;624759075;2548272341474;Кожаный чехол для Samsung Galaxy S23 Plus (S23+) KZDOO Noble Collection, черный чехол для Самсунг Галкси S23 Плюс;'40;KZDOO;Продается;;11;'5.00;Показывается;;11.06.2023 10:43;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;5500.0;11990.0;;0%
Glass_Pink_6184;82840986;251512383;RND748843561;Кожаный чехол для iPhone 14 Pro Max с MagSafe KZDOO Mag Noble Collection, желтый чехол для Айфон 14 Про Макс;'52.5;KZDOO;Продается;;6;'4.90;Показывается;;11.06.2023 11:48;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;7500.0;11990.0;;0%
Cable_Green_5161;65137921;163636428;RND273381014;Кожаный чехол для iPhone 14 Pro Max с MagSafe KZDOO Mag Noble Collection, оранжевый чехол для Айфон 14 Про Макс;'52.5;KZDOO;Продается;;4;'4.90;Показывается;;11.06.2023 11:48;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;1;0;0;7300.0;11990.0;;0%
Glass_Blue_1968;52497074;545915888;1281159593849;Кожаный чехол для iPhone 14 Pro Max с MagSafe KZDOO Mag Noble Collection, розовый чехол для Айфон 14 Про Макс;'77.5;KZDOO;Продается;;4;'4.90;Показывается;;11.06.2023 11:48;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;8200.0;11990.0;;0%
Accessory_Green_9223;89679032;926431203;5459916500939;Кожаный чехол для iPhone 14 Pro с MagSafe KZDOO Mag Noble Collection, оранжевый чехол для Айфон 14 Про;'52.5;KZDOO;Продается;;8;'5.00;Показывается;;11.06.2023 13:24;Чехлы;Чехол для смартфона;'0.36;'0.1;3;0;6;0;0;7500.0;11990.0;;0%
Accessory_Clear_5908;89683009;306366962;5648475120642;Кожаный чехол для iPhone 14 Pro с MagSafe KZDOO Mag Noble Collection, желтый чехол для Айфон 14 Про;'77.5;KZDOO;Продается;;5;'5.00;Показывается;;11.06.2023 13:24;Чехлы;Чехол для смартфона;'0.36;'0.1;2;0;5;0;0;7500.0;11990.0;;0%
Cable_Green_4548;81179951;706958760;RND906388457;Кожаный чехол для iPhone 14 Pro с MagSafe KZDOO Mag Noble Collection, розовый чехол для Айфон 14 Про;'77.5;KZDOO;Продается;;3;'5.00;Показывается;;11.06.2023 13:24;Чехлы;Чехол для смартфона;'0.36;'0.1;4;0;0;0;0;7500.0;11990.0;;0%
Cable_Red_9619;26948092;176718875;RND748728493;Чехол для Samsung Galaxy S23 Plus (S23+) KZDOO KEVLAR, черный кевларовый чехол для Самсунг Галакси S23 Плюс;'77.5;KZDOO;Готов к продаже;;4;'5.00;Показывается;;17.06.2023 12:18;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;4990.0;9000.0;;0%
Cable_Green_2989;79503568;286950629;RND594273297;Чехол для Samsung Galaxy S23 Plus (S23+) KZDOO KEVLAR, фиолетовый кевларовый чехол для Самсунг Галакси S23 Плюс;'52.5;KZDOO;Продается;;1;'5.00;Показывается;;17.06.2023 12:18;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;9980.0;11990.0;;0%
Adapter_Purple_9758;72564592;435879030;RND341494321;Чехол для Samsung Galaxy S23 Plus (S23+) с Mag Safe Keephone Alloy, черный противоударный чехол для Самсунг Галакси S23 Плюс;'77.5;KEEPHONE;Продается;;92;'5.00;Показывается;;17.06.2023 12:45;Чехлы;Чехол для смартфона;'0.36;'0.1;1;0;0;0;0;6380.0;11990.0;;0%
Accessory_White_7688;71533207;167262897;RND951522883;Чехол для Samsung Galaxy S23 Ultra с Mag Safe Keephone Alloy ударопрочный, черный противоударный чехол для Самсунг Галакси S23 Ультра;'100;KEEPHONE;Готов к продаже;;529;'4.90;Показывается;;19.06.2023 15:12;Чехлы;Чехол для смартфона;'0.39;'0.1;0;0;0;0;0;3368.0;4990.0;;0%
Glass_Clear_3326;89572020;943073609;1481075798158;Чехол для Samsung Galaxy S23 Ultra KZDOO Q Series с защитой камер, тонкий силиконовый черный чехол для Самсунг Галакси S23 Ультра;'90;KZDOO;Продается;;54;'4.90;Показывается;;26.06.2023 10:42;Чехлы;Чехол для смартфона;'0.36;'0.1;22;0;10;0;0;2200.0;7900.0;;0%
Battery_Black_1471;85617827;189831832;RND563206578;Чехол для Samsung Galaxy S23 Ultra K-DOO Air Skin, прозрачный супертонкий чехол для Самсунг Галакси S23 Ультра;'87.5;KZDOO;Готов к продаже;;112;'4.70;Показывается;;26.06.2023 11:06;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;1490.0;2090.0;;0%
Case_Black_7324;59733223;142334146;5120529257100;Чехол для Samsung Galaxy S23 Ultra K-DOO Air Skin с защитой камер, черный супертонкий чехол для Самсунг Галакси S23 Ультра;'90;KZDOO;Продается;;149;'4.70;Показывается;;26.06.2023 11:06;Чехлы;Чехол для смартфона;'0.36;'0.1;30;0;9;0;0;2980.0;11990.0;;0%
Protector_Green_7113;17798306;774280593;9438175501880;Чехол для iPhone 14 Pro с MagSafe Keephone KEVILAR, черный кевларовый чехол для Айфон 14 Про;'77.5;KEEPHONE;Продается;;6;'4.80;Показывается;;29.06.2023 11:55;Чехлы;Чехол для смартфона;'0.41;'0.1;3;0;8;0;1;5990.0;11990.0;;0%
Glass_Pink_6483;73569773;563991148;RND853586236;Чехол для iPhone 14 Pro с MagSafe Keephone KEVILAR, синий кевларовый чехол для Айфон 14 Про;'77.5;KEEPHONE;Продается;;1;'4.80;Показывается;;29.06.2023 12:44;Чехлы;Чехол для смартфона;'0.41;'0.1;1;0;0;0;0;6100.0;11990.0;;0%
Battery_Red_1287;99101626;917554362;RND385983132;Чехол для iPhone 14 Pro с MagSafe Keephone KEVILAR, фиолетовый кевларовый чехол для Айфон 14 Про;'70;KEEPHONE;Продается;;19;'4.80;Показывается;;29.06.2023 12:44;Чехлы;Чехол для смартфона;'0.41;'0.1;3;0;4;0;0;5990.0;11990.0;;0%
Adapter_Blue_7417;45169871;215998796;9557686368057;Чехол для iPhone 14 Pro Max с MagSafe Keephone KEVILAR, синий кевларовый чехол для Айфон 14 Про Макс;'77.5;KEEPHONE;Готов к продаже;;10;'4.90;Показывается;;29.06.2023 14:31;Чехлы;Чехол для смартфона;'0.41;'0.1;0;0;0;0;0;5990.0;7490.0;;0%
Protector_Green_5934;17533917;440612108;RND306332248;Чехол для iPhone 14 Pro Max с MagSafe Keephone KEVILAR, фиолетовый кевларовый чехол для Айфон 14 Про Макс;'90;KEEPHONE;Продается;;25;'4.90;Показывается;;29.06.2023 14:31;Чехлы;Чехол для смартфона;'0.41;'0.1;0;0;9;0;0;5990.0;11990.0;;0%
Glass_Clear_3827;91973681;647752223;1713403672336;Чехол для iPhone 14 Pro Max с MagSafe Keephone KEVILAR, черный кевларовый чехол для Айфон 14 Про Макс;'70;KEEPHONE;Готов к продаже;;34;'4.90;Показывается;;29.06.2023 14:37;Чехлы;Чехол для смартфона;'0.41;'0.1;0;0;0;0;0;5990.0;7490.0;;0%
Glass_Titanium_8231;45539634;771649792;1428474741081;Чехол для Samsung Galaxy S23 Ultra KZDOO KEIVLAR, зеленый кевларовый чехол для Самсунг Галакси S23 Ультра;'70;KZDOO;Готов к продаже;;1;'5.00;Показывается;;29.06.2023 16:01;Чехлы;Чехол для смартфона;'0.36;'0.1;0;0;0;0;0;9980.0;11990.0;;0%
